#log(Mstar, limit/Msun/h^2) ng*10^3 [(h/Mpc)^3]
8.6  30.74
8.8  27.03
9.0  23.36
9.2  19.50
9.4  16.14
9.6  12.68
9.8  10.42
10.0 7.799
10.2 4.838
10.4 2.689
10.6 1.458
10.8 0.596
11.0 0.175
