#log(Mstar, limit/Msun/h^2) ng*10^3 [(h/Mpc)^3]
9.0  28.27
9.2  24.66
9.4  15.19
9.6  12.84
9.8  9.957
10.0 8.417
10.2 4.547
10.4 2.936
10.6 1.654
10.8 0.771
11.0 0.282
11.2 0.077
