# 0:bincenter 1:Deltasigma_num 2:Sumwls 3:Sumwlsms 4:SumwlsResp 5:DeltaSigma 6:Sumwls_by_sumwl 7:rmin/2+rmax/2 8:DeltaSigma_cross 9:Sum_srcwt_per_lens 10:TotalSum_srcwt 11:SN_ErrDeltaSigma 12:SN_ErrDeltaSigma_cross 13:Total_pairs 14:R2_selnbias 15:sumct_num
-9.150515e-01 5.579339e+00 1.277037e+01 1.108608e+01 1.066642e+01 2.999583e-01 5.642416e-06 1.239379e-01 8.304479e-02 3.815246e+00 8.634973e+06 1.860570e-01 1.860831e-01 8.634973e+06 1.028325e-02  1.456898e-02
-7.451545e-01 -1.000859e+00 2.751884e+01 2.388856e+01 2.298490e+01 -2.673468e-02 1.215883e-05 1.832741e-01 1.000926e-02 8.219963e+00 1.860409e+07 1.268187e-01 1.267810e-01 1.860409e+07 1.031798e-02  3.950997e-02
-5.752575e-01 1.685723e+00 5.945758e+01 5.161298e+01 4.966137e+01 1.789048e-02 2.627053e-05 2.710180e-01 -9.100093e-03 1.775439e+01 4.018316e+07 8.628248e-02 8.626330e-02 4.018316e+07 1.035600e-02  8.574355e-02
-4.053605e-01 -1.495347e+01 1.283306e+02 1.114074e+02 1.071870e+02 -8.304037e-02 5.670114e-05 4.007699e-01 2.186573e-02 3.829983e+01 8.668327e+07 5.871948e-02 5.872548e-02 8.668327e+07 1.030846e-02  2.997206e-01
-2.354635e-01 -6.977654e+00 2.761675e+02 2.398107e+02 2.306720e+02 -1.971157e-02 1.220209e-04 5.926415e-01 -1.887253e-02 8.240984e+01 1.865166e+08 4.001904e-02 4.002093e-02 1.865166e+08 1.035147e-02  5.501157e-01
-6.556650e-02 -1.088119e+02 5.932606e+02 5.152945e+02 4.955387e+02 -1.283710e-01 2.621241e-04 8.763732e-01 -3.437603e-02 1.770102e+02 4.006239e+08 2.729897e-02 2.729923e-02 4.006239e+08 1.036455e-02  1.013926e+00
1.043305e-01 -3.900523e+01 1.273468e+03 1.106290e+03 1.063714e+03 -2.304226e-02 5.626644e-04 1.295944e+00 5.579272e-02 3.798807e+02 8.597768e+08 1.863296e-02 1.863256e-02 8.597768e+08 1.036968e-02  2.143084e+00
2.742275e-01 -1.320208e+02 2.731499e+03 2.373089e+03 2.281597e+03 -3.597985e-02 1.206876e-03 1.916386e+00 -3.008053e-03 8.144505e+02 1.843330e+09 1.272258e-02 1.272171e-02 1.843330e+09 1.036644e-02  6.356571e+00
4.441245e-01 1.079186e+01 5.840004e+03 5.074003e+03 4.878122e+03 -2.782636e-03 2.580327e-03 2.833871e+00 2.360413e-02 1.740760e+03 3.939829e+09 8.700738e-03 8.700530e-03 3.939829e+09 1.036820e-02  2.057902e+01
6.140215e-01 -6.949137e+02 1.245044e+04 1.081724e+04 1.039981e+04 -4.550809e-02 5.501060e-03 4.190608e+00 4.025125e-02 3.710391e+03 8.397656e+09 5.959083e-03 5.959098e-03 8.397656e+09 1.036299e-02  7.630359e+01
#OK
