# 0:bincenter 1:Deltasigma_num 2:Sumwls 3:Sumwlsms 4:SumwlsResp 5:DeltaSigma 6:Sumwls_by_sumwl 7:rmin/2+rmax/2 8:DeltaSigma_cross 9:Sum_srcwt_per_lens 10:TotalSum_srcwt 11:SN_ErrDeltaSigma 12:SN_ErrDeltaSigma_cross 13:Total_pairs 14:R2_selnbias 15:sumct_num
-9.150515e-01 1.483895e+00 2.549464e+00 2.174891e+00 2.125750e+00 4.026390e-01 1.126446e-06 1.239379e-01 -2.947362e-01 2.994180e-01 6.776670e+05 4.423246e-01 4.423932e-01 6.776670e+05 1.350764e-02  1.413988e-02
-7.451545e-01 -1.818225e-01 5.466566e+00 4.662971e+00 4.558124e+00 -2.530549e-02 2.415328e-06 1.832741e-01 9.174508e-02 6.424894e-01 1.454134e+06 3.020480e-01 3.019464e-01 1.454134e+06 1.335420e-02  8.968765e-03
-5.752575e-01 1.366981e+00 1.172772e+01 1.000298e+01 9.778651e+00 8.197581e-02 5.181733e-06 2.710180e-01 -3.388771e-01 1.379480e+00 3.122150e+06 2.061200e-01 2.058561e-01 3.122150e+06 1.347327e-02  -2.794751e-04
-4.053605e-01 1.353579e+00 2.533472e+01 2.160863e+01 2.112392e+01 3.651682e-02 1.119380e-05 4.007699e-01 -1.649571e-02 2.981202e+00 6.747298e+06 1.401865e-01 1.401442e-01 6.747298e+06 1.341125e-02  2.262058e-02
-2.354635e-01 -9.760593e+00 5.483871e+01 4.677180e+01 4.572409e+01 -1.277273e-01 2.422974e-05 5.926415e-01 -6.738136e-02 6.452751e+00 1.460439e+07 9.526818e-02 9.524572e-02 1.460439e+07 1.327372e-02  1.209034e-01
-6.556650e-02 2.539356e+00 1.182231e+02 1.008587e+02 9.857496e+01 1.374680e-02 5.223526e-05 8.763732e-01 6.376581e-02 1.390279e+01 3.146593e+07 6.485667e-02 6.487563e-02 3.146593e+07 1.336830e-02  1.362669e-01
1.043305e-01 -7.969043e+00 2.542705e+02 2.169741e+02 2.120149e+02 -2.397687e-02 1.123460e-04 1.295944e+00 -9.680601e-02 2.986951e+01 6.760309e+07 4.423131e-02 4.423713e-02 6.760309e+07 1.335853e-02  4.237043e-01
2.742275e-01 -6.159532e+01 5.457051e+02 4.657895e+02 4.550235e+02 -8.049405e-02 2.411124e-04 1.916386e+00 1.632447e-02 6.405168e+01 1.449670e+08 3.019189e-02 3.018733e-02 1.449670e+08 1.337198e-02  5.579602e-01
4.441245e-01 -5.974704e+01 1.171998e+03 1.000526e+03 9.772488e+02 -3.746286e-02 5.178316e-04 2.833871e+00 -1.170520e-02 1.375263e+02 3.112606e+08 2.059917e-02 2.059717e-02 3.112606e+08 1.339429e-02  1.655754e+00
6.140215e-01 -1.218771e+02 2.512137e+03 2.144797e+03 2.094697e+03 -3.631972e-02 1.109954e-03 4.190608e+00 9.018182e-03 2.947579e+02 6.671199e+08 1.406857e-02 1.406911e-02 6.671199e+08 1.338117e-02  4.815801e+00
#OK
