# 0:bincenter 1:Deltasigma_num 2:Sumwls 3:Sumwlsms 4:SumwlsResp 5:DeltaSigma 6:Sumwls_by_sumwl 7:rmin/2+rmax/2 8:DeltaSigma_cross 9:Sum_srcwt_per_lens 10:TotalSum_srcwt 11:SN_ErrDeltaSigma 12:SN_ErrDeltaSigma_cross 13:Total_pairs 14:R2_selnbias 15:sumct_num
-9.150515e-01 8.458640e-01 7.971860e-02 6.824896e-02 6.652072e-02 7.423641e+00 5.221697e-07 1.239379e-01 2.079105e+00 1.054183e-01 1.609400e+04 2.576070e+00 2.589354e+00 1.609400e+04 1.519880e-02  1.870046e-04
-7.451545e-01 1.926987e+00 1.715416e-01 1.468852e-01 1.431548e-01 7.855092e+00 1.123625e-06 1.832741e-01 4.320549e-01 2.255351e-01 3.443200e+04 1.753979e+00 1.747687e+00 3.443200e+04 1.591264e-02  7.524552e-04
-5.752575e-01 2.664485e+00 3.666973e-01 3.136867e-01 3.060088e-01 5.089068e+00 2.401926e-06 2.710180e-01 -1.090938e+00 4.803757e-01 7.333800e+04 1.196632e+00 1.195566e+00 7.333800e+04 1.613937e-02  8.356770e-05
-4.053605e-01 3.299227e+00 7.857684e-01 6.726622e-01 6.557163e-01 2.939772e+00 5.146910e-06 4.007699e-01 4.124320e-01 1.028401e+00 1.570040e+05 8.197354e-01 8.176557e-01 1.570040e+05 1.605426e-02  -6.826068e-04
-2.354635e-01 6.416520e+00 1.695532e+00 1.450221e+00 1.414808e+00 2.644892e+00 1.110601e-05 5.926415e-01 6.050002e-01 2.220636e+00 3.390200e+05 5.568610e-01 5.565239e-01 3.390200e+05 1.513546e-02  9.160286e-03
-6.556650e-02 8.178150e+00 3.664956e+00 3.133729e+00 3.058197e+00 1.560585e+00 2.400605e-05 8.763732e-01 4.723086e-02 4.793775e+00 7.318560e+05 3.790062e-01 3.786294e-01 7.318560e+05 1.563112e-02  9.911973e-03
1.043305e-01 1.396270e+01 7.891601e+00 6.749523e+00 6.585158e+00 1.236616e+00 5.169126e-05 1.295944e+00 -3.374980e-02 1.030583e+01 1.573371e+06 2.580017e-01 2.580707e-01 1.573371e+06 1.560209e-02  1.982707e-02
2.742275e-01 2.567771e+01 1.691930e+01 1.447397e+01 1.411870e+01 1.059977e+00 1.108241e-04 1.916386e+00 2.826228e-01 2.209689e+01 3.373488e+06 1.762594e-01 1.762891e-01 3.373488e+06 1.530450e-02  4.350695e-02
4.441245e-01 2.051794e+01 3.626467e+01 3.102936e+01 3.026177e+01 3.964214e-01 2.375394e-04 2.833871e+00 1.467142e-03 4.734799e+01 7.228523e+06 1.203655e-01 1.203404e-01 7.228523e+06 1.552386e-02  -6.704687e-03
6.140215e-01 3.118431e+01 7.791962e+01 6.667839e+01 6.502192e+01 2.778170e-01 5.103861e-04 4.190608e+00 -1.220462e-01 1.016960e+02 1.552572e+07 8.212911e-02 8.207780e-02 1.552572e+07 1.546999e-02  1.606074e-01
#OK
