stelM_thresh,logMmin_50,err_logMmin_16,err_logMmin_84,siglogM_50,err_siglogM_16,err_siglogM_84,logM1_50,err_logM1_16,err_logM1_84,alpha_50,err_alpha_16,err_alpha_84,logM0_50,err_logM0_16,err_logM0_84,cfac_50,err_cfac_16,err_cfac_84,fsat_50,fsat_16,fsat_84,ngal_50,ngal_16,ngal_84,avmass_50,avmass_16,avmass_84
9.0,11.389548445409089,-0.07104326250453852,0.09510727137974406,0.21029049859382407,-0.1469074524768824,0.21190276688536305,12.583428251466724,-0.21208510858208207,0.1836652445357405,0.9861375020171774,-0.13604305125718752,0.14194438524942687,9.239396491534707,-2.211494426189347,2.2318805984455494,1.1313472388326078,-0.15750069863817195,0.15951925160246305,0.2380864831547637,-0.07228959688270878,0.08642709447938243,22.659042392390575,-3.219430479307693,3.452393267979307,12.132585201267288,-0.040590831076116274,0.050197739894356275
9.2,11.451709048481453,-0.0656382051306128,0.08911114701989398,0.1939752374172252,-0.1347172757948574,0.19920999245082163,12.741733829436088,-0.19253893004115596,0.16129948697842345,1.1246964290789565,-0.1472747993363509,0.14800899877004214,9.330175687855744,-2.2846948580277973,2.3278599722570306,1.1440291937799407,-0.15423913839177328,0.16495544526441508,0.19922793087944435,-0.05633102385836397,0.07155979781008392,18.53708670055073,-2.504154646538498,2.8541177476985973,12.187433408474732,-0.04473641261630057,0.0409930482602352
9.4,11.589843822438267,-0.06866919714905073,0.1087830119320845,0.2391439793578489,-0.1671228730085532,0.2294004409977544,12.831061087568202,-0.4653640122924543,0.15919744971856709,1.1301458226770529,-0.3076245522306107,0.16622590326807463,10.477663975153938,-3.033311276590683,2.4081912526032063,1.1135676296136126,-0.15057145197666055,0.15584825451434625,0.17090745058050705,-0.050908537303332446,0.062148003489482545,13.504295037010097,-1.6924156141226772,1.6937566850602266,12.280869156748194,-0.034140556746461215,0.04107245755081301
9.6,11.66743337667994,-0.07004803536122672,0.12111119107617618,0.25976686780267544,-0.17781860524672144,0.23598414869270778,12.818678506705467,-0.7596617966790937,0.17271178299882273,1.075313282501594,-0.4027525659907988,0.17023212227579743,11.141409528643646,-3.5194288229127544,1.8737316695254425,1.1577954340201,-0.14440076486390296,0.154429229254752,0.17715504963771556,-0.05181049574342367,0.06607268836313773,11.56307347259673,-1.4133257680522988,1.4983721684170455,12.339985393476205,-0.03878928416785321,0.035829104739070416
9.8,11.775108946723796,-0.0743858263963677,0.1256006989263483,0.2769141107691663,-0.1889968659076718,0.23207489597521158,12.879015267728061,-1.0135316263303817,0.17898883202635574,1.0673938269427148,-0.4801636466870539,0.18795318732712385,11.44065397042758,-3.7329676259845206,1.6838289619136013,1.1478137930386798,-0.1459114128937875,0.15170393148575934,0.17553335061134467,-0.05016033222486693,0.06597924424067758,9.191651922768465,-1.140369049770223,1.191075199591116,12.41804545598399,-0.038131519728811014,0.036392517426664384
10.0,11.844822878415785,-0.06693382185719798,0.10922777703992992,0.2350397943258061,-0.1617147820885933,0.21916378993515742,12.813733660982304,-1.5932087048102197,0.29780181848659026,0.9800060636807758,-0.53442253238485,0.29829972310239306,12.6454237374544,-4.228313709766464,0.6617128291708685,1.2157197031535003,-0.1415916149661116,0.1521647051720536,0.15218823158646574,-0.037411010806056993,0.0657061913516852,7.487466188458127,-0.9256746137426882,0.9279834817421022,12.479391217047903,-0.03730215059683317,0.0386907154173759
10.2,12.13481586865068,-0.13854658798064712,0.19364491333347544,0.4908763710110314,-0.2810467570786379,0.21656073643170454,13.191267206253967,-1.2098970871996784,0.17930093324084773,1.1857223082226258,-0.6288079696777717,0.2764734813949159,11.950757250744342,-4.043742584680848,1.4257715538192492,1.0958312311427054,-0.1452287202337572,0.1619254912862016,0.13041615727185285,-0.031131575212410723,0.04621618175485287,4.62064619127449,-0.6729931252775333,0.6018148927678275,12.607324311062529,-0.02982657817652168,0.031903129750197934
10.4,12.433720312567198,-0.16904370402467883,0.18604824389964847,0.6771226731979187,-0.18882134479640772,0.1565467002459251,13.382110731518008,-1.230408540999207,0.1638951477294519,1.3397515013540024,-0.7403420044653684,0.3296081494249523,11.868233418578,-3.9943117501572543,1.6841449388884921,1.1494293093023291,-0.15432392083740887,0.16169135089724085,0.1102962881474988,-0.025409444548202362,0.0366082547543093,2.971715392122359,-0.44488409364440734,0.4401907012711649,12.703580186624727,-0.02800007739028665,0.029143235133629375
10.6,12.774627842034686,-0.17005823960322175,0.18552325557893035,0.7890186894448031,-0.1524801054986512,0.13506990092597648,13.586614583860444,-0.7134000543989885,0.16968214953502958,1.3909306864096591,-0.6625743691826588,0.4472433132547169,10.988917130324943,-3.4133683720983425,2.51922663840579,1.0493110387372901,-0.16585060061158874,0.16896244006670824,0.10018180144374787,-0.03157605187162414,0.045759746846547836,1.6349407992550131,-0.2508082530594292,0.25450462088522346,12.847134647691199,-0.03069739997277665,0.030208408969214062
10.8,13.2733362041876,-0.1734377175377677,0.19054136450433745,0.9690901483402192,-0.12113367148507237,0.11604386759183227,13.763474108830414,-0.3542067274742333,0.20687462247618704,1.5718248582123449,-0.6624193632127463,0.7540374968110914,10.555404307041377,-3.0872134067404984,2.8155894908725188,1.0273686031000735,-0.16865245420488184,0.18373461171967165,0.09819023506434543,-0.03893856894827197,0.05837697617430304,0.7542093849366965,-0.11674976446780706,0.11744360634107322,12.980512166121581,-0.03809923079806943,0.036737229905096314
